,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
6922,33,4,0,3,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6923,30,8,1,6,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6924,30,1,1,2,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6925,31,2,0,4,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6926,47,8,0,6,0,1,0,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6927,45,2,0,7,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6928,46,1,0,5,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6929,45,2,0,4,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6930,35,1,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6931,33,1,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6932,43,10,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6933,56,1,2,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6934,26,3,1,5,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6935,29,2,1,5,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6936,40,3,0,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,1
6937,41,2,0,3,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6938,35,1,0,6,0,1,0,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6939,33,2,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6940,53,7,2,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6941,34,4,0,2,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6942,47,2,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6943,40,3,0,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6944,52,2,1,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6945,29,1,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6946,42,3,1,2,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6947,37,1,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6948,39,2,0,1,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6949,31,2,1,2,0,1,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6950,28,7,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6951,35,4,0,2,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6952,37,3,0,5,0,0,1,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6953,34,8,0,5,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6954,37,2,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6955,42,2,2,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6956,42,1,0,1,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6957,58,3,0,5,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6958,28,7,0,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,1
6959,38,4,1,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6960,38,1,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6961,34,5,1,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6962,45,1,0,4,0,1,1,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6963,53,1,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6964,50,8,0,1,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6965,30,2,1,4,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6966,38,3,2,5,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,1
6967,36,3,0,5,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6968,46,2,0,1,0,1,0,0.0,5,4,9,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6969,42,1,2,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6970,32,5,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6971,38,3,0,4,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6972,51,3,0,5,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6973,45,4,2,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6974,44,2,1,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6975,48,3,0,2,0,0,0,0.0,5,4,8,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6976,46,1,2,4,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6977,43,10,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6978,49,2,0,1,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6979,44,1,0,6,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6980,56,6,2,1,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6981,34,4,0,2,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,1
6982,59,7,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6983,53,10,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6984,33,4,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6985,57,2,0,1,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6986,40,3,0,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6987,43,7,0,1,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6988,45,1,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6989,41,1,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6990,25,11,1,2,0,1,0,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6991,33,5,1,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6992,56,2,0,1,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6993,37,1,0,2,0,0,1,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6994,48,1,2,2,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6995,32,4,0,5,0,0,0,0.0,5,4,7,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6996,47,1,1,6,0,1,1,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6997,45,2,0,4,0,1,0,0.0,5,4,10,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6998,43,5,1,1,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
6999,32,3,0,5,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7000,48,2,0,3,0,1,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7001,46,2,0,4,0,0,0,0.0,5,4,6,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7002,50,4,0,2,0,0,0,0.0,5,4,6,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7003,41,1,0,2,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7004,42,1,1,6,0,0,0,0.0,5,4,6,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7005,42,3,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7006,31,1,0,6,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7007,40,3,0,5,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7008,37,10,0,5,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,1
7009,37,3,1,5,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7010,45,1,0,6,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7011,32,5,1,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7012,41,7,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7013,57,3,0,1,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7014,33,5,0,6,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7015,36,1,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7016,39,3,0,5,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7017,40,8,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7018,31,1,0,6,0,1,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7019,34,5,0,6,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7020,42,5,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7021,59,6,2,1,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7022,52,1,0,3,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7023,30,4,2,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7024,52,3,1,5,0,0,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7025,30,4,2,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7026,38,4,0,2,0,0,1,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7027,44,2,1,1,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7028,47,1,0,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7029,38,2,0,3,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7030,41,2,0,1,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7031,48,7,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7032,31,1,1,2,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7033,38,8,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7034,52,4,2,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7035,43,2,0,1,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7036,46,3,0,5,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7037,34,10,1,6,0,1,1,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7038,35,4,0,3,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7039,29,7,2,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7040,55,1,2,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7041,24,11,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7042,29,4,1,2,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7043,39,7,1,3,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7044,30,3,0,2,0,1,0,0.0,5,4,6,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7045,30,3,1,5,0,1,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7046,33,2,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7047,38,4,0,2,0,0,1,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7048,41,2,0,4,0,0,0,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7049,41,2,0,1,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7050,40,5,1,6,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7051,38,4,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7052,28,3,2,5,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7053,33,8,1,6,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7054,31,1,2,2,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,1
7055,41,4,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7056,47,2,0,1,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7057,38,3,0,5,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7058,57,4,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7059,56,1,2,4,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7060,28,3,2,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7061,28,2,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7062,51,8,0,4,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7063,41,5,0,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7064,36,2,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7065,41,4,0,6,0,1,1,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7066,56,1,0,2,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7067,41,2,0,4,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7068,26,1,0,2,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7069,44,4,2,2,0,0,0,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7070,42,4,0,3,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7071,35,3,1,6,0,0,0,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7072,28,8,1,6,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7073,30,3,1,6,0,0,0,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7074,45,3,2,5,0,0,0,0.0,5,4,7,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7075,47,1,1,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7076,33,5,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7077,36,4,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7078,41,2,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7079,47,1,0,1,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7080,36,2,1,2,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7081,52,4,0,4,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7082,28,2,0,1,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7083,26,8,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7084,36,4,0,2,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7085,38,5,0,2,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7086,36,1,0,2,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7087,39,2,0,2,0,1,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7088,35,2,0,4,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7089,37,10,0,6,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7090,38,1,0,2,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7091,45,3,0,5,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7092,33,10,2,4,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7093,34,5,0,6,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7094,31,2,0,4,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,1
7095,46,2,0,1,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7096,58,2,0,1,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7097,40,4,0,2,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7098,46,8,2,6,0,1,1,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7099,39,1,1,6,0,0,1,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7100,40,3,0,1,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7101,34,4,2,5,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7102,36,10,2,5,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7103,30,1,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7104,50,4,2,1,0,1,1,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7105,42,1,0,6,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7106,45,2,0,3,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7107,59,7,0,4,0,0,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7108,59,2,0,4,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7109,51,1,0,2,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7110,49,3,0,5,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7111,44,2,0,4,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7112,30,2,1,1,0,1,1,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7113,39,4,0,2,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7114,35,3,1,3,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7115,35,3,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7116,59,1,0,6,0,1,1,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7117,59,7,0,6,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7118,43,2,0,4,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7119,29,4,1,2,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7120,56,2,0,1,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7121,41,9,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7122,47,4,2,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7123,49,4,0,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7124,43,1,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7125,34,4,0,2,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7126,31,9,0,2,0,0,0,0.0,5,4,10,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7127,60,1,1,2,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7128,29,8,0,6,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7129,34,5,0,5,0,0,0,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7130,54,6,0,4,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7131,31,1,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7132,45,2,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7133,51,4,1,2,0,1,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7134,40,1,1,2,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,1
7135,38,2,2,6,0,0,0,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7136,37,1,0,6,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,1
7137,37,3,1,2,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7138,36,1,0,6,0,0,1,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7139,35,7,0,6,0,1,1,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7140,54,4,0,6,0,0,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7141,34,4,2,4,0,1,1,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7142,49,2,0,6,0,0,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7143,42,8,0,3,0,1,1,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7144,32,1,0,6,0,1,1,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7145,55,3,0,5,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7146,40,3,1,6,0,0,1,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7147,50,7,0,4,0,0,0,0.0,5,4,6,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7148,31,2,0,4,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7149,50,3,2,4,0,0,1,0.0,5,4,5,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7150,51,5,0,6,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7151,46,5,0,6,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7152,44,2,0,1,0,1,0,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7153,57,5,2,6,0,1,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7154,30,2,0,6,0,0,0,0.0,5,4,13,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7155,54,3,0,6,0,0,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7156,54,6,2,1,0,1,0,0.0,5,4,3,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7157,24,4,1,2,0,1,0,0.0,5,4,7,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7158,45,8,2,6,0,1,0,0.0,5,4,4,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7159,49,9,0,5,0,0,0,0.0,5,4,1,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
7160,39,2,2,6,0,0,1,0.0,5,4,2,999,0,-1,1.1,93.994,-36.4,4.86,5191.0,0
